Material|Material_Description|Plnt|MS|Typ|Combo_Ind|BO_items|GrpValue|Curr|BO_quan|Avail_QTY|AltATP|SU|Altern?|MM_note|BO_Note|FocCust|lpostp|maxDlvDate|ResCount|maxiPDdel|maxRDdelay|maxPDdelay|RES_QTY|PO_qty|Next_PO|PO_qty1|Delivdate|TABCD|XYZ|PDT|ProcType|SPT|lastResc|PDcount|MRPCn|Name|key_plant
2105800|Threaded stud X-W6-12-14 B3 P7|3000|40|X5|nan|5|1060062.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-09|2024-11-20|7|19|68|19|800|1200.0|4536903334|200.0|2024-08-19|C|Y|60|F|4C|2024-09-13|1|L04|Angie Vergara|3000/2105800
2036087|Stud anchor HSA M6x100 55/45/25|8750|40|X6|nan|1|927996.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-23|3|1|52|1|nan|1000.0|4537217455|200.0|2024-10-16|D|N|62|F|4C|2024-09-10|1|L02|Ana Sousa|8750/2036087
423473|"Screw anchor KH-EZ 1/4""x1 7/8"""|3000|40|X5|nan|1|4515661.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-04|2024-10-24|2|20|38|20|5.000|2000.0|4536680873|2000.0|2024-05-21|D|Y|14|F|90|2024-09-04|1|L02|Ana Sousa|3000/423473
2346071|Elec. connector S-BT-EF M10/15 AN 6 HL|8750|33|Y1|nan|2|6202253.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X||2024-11-21|1|0|52|0|2.000|500.0|4537217375|500.0|2024-10-16|D|N|62|F|4C|2024-09-06|1|L10|Angie Vergara|8750/2346071
282555|Stud anchor KB3 SS304 3/8x3 3/4 LT|3000|40|X6|nan|3|4782875.0|CLP|950.0|-950.0|0|PC|0|nan|nan|X|2024-08-23|2024-10-22|35|56|74|56|1.200||13474978|800.0|2024-10-15|D|Y|14|F|4M|2024-09-11|1|L02|Ana Sousa|3000/282555
2346080|Elec. connector S-BT-ER W10 HC 4/0 HL|3000|40|X5|nan|4|17563490.0|CLP|900.0|-900.0|0|PC|0|nan|nan|X|2024-09-13|2024-12-12|18|42|95|42|500|500.0|4537289612|200.0|2024-09-12|C|Z|60|F|4C|2024-09-13|1|L10|Angie Vergara|3000/2346080
2252195|Elec. connector X-BT-ER M6/3 SN 8|8330|40|X6|nan|1|13728466.0|CLP|900.0|-900.0|0|PC|0|nan|nan|X||2024-09-13|0|0|44|0|900||13418058|900.0|2024-11-22|C|Y|54|F|4C||1|L04|Angie Vergara|8330/2252195
2107511|A.-Channel HAC-50 106/300 F|3000|60|ND|nan|2|24452940.0|CLP|856.0|-856.0|0|PC|0|nan|nan|X|2024-09-05|2024-09-25|6|12|40|12|nan|856.0|4536985166|56.0|2024-09-02|C|N|59|F|U4|2024-09-05|1|L02|Ana Sousa|3000/2107511
298500|Wing nut MQM-M8 HDG plus|8330|60|ND|nan|2|2333933.0|CLP|850.0|-850.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-29|2|0|68|0|nan|1000.0|4537216509|800.0|2024-10-08|D|Y|54|F|4C|2024-09-06|1|L06|Reinaldo Vargas|8330/298500
3438885|Placa de identificación Cortafuego|3000|40|X0|nan|4|1832043.0|CLP|840.0|-840.0|0|PC|0|nan|nan|X|2024-09-05|2024-09-27|39|66|70|66|nan|2000.0|4537057216|2000.0|2024-09-20|D|Y|20|F|20|2024-09-06|1|L03|Ana Sousa|3000/3438885
2210269|Ultimate exp anc KB-TZ2 1/2x10 SS316|3000|40|X6|nan|1|29337757.0|CLP|840.0|-840.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-10|2|3|21|3|840||13522913|840.0|2024-10-03|D|N|14|F|90|2024-09-12|1|L02|Ana Sousa|3000/2210269
2294482|Fixing clamp OE FC-IN-M10/6 PT SS|8330|40|X6|nan|5|5191767.0|CLP|820.0|-820.0|0|PC|0|nan|nan|X||2024-12-20|0|0|95|0|900||13411883|100.0|2024-11-06|D|Z|78|F|20||1|L11|Reinaldo Vargas|8330/2294482
2197938|"Anchor rod HAS-V-36 HDG 3/4""x10"""|3000|40|X6|nan|1|14116560.0|CLP|820.0|-820.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-10|2|3|21|3|840||13528339|840.0|2024-10-15|D|Y|14|F|90|2024-09-12|1|L01|Ana Sousa|3000/2197938
2164507|Adhesive capsule HVU2 M12x110|8750|40|X0|nan|3|5904525.0|CLP|820.0|-820.0|0|PC|0|nan|nan|X|2024-09-13|2024-11-27|1|25|52|25|360|360.0|4537216293|360.0|2024-10-16|A|X|62|F|4C|2024-09-13|1|L01|Ana Sousa|8750/2164507
2194340|Threaded stud X-BT-MR M10/15 SN 8|3000|33|Y1|nan|4|14840962.0|CLP|800.0|-800.0|0|PC|0|nan|nan|X|2024-09-13|2024-11-01|18|26|80|26|nan|1300.0|4536903329|400.0|2024-08-19|A|Y|60|F|4C|2024-09-13|1|L04|Angie Vergara|3000/2194340
2184534|Hexagon screw M12x25-F DIN 933 8.8 U|3000|40|X6|nan|1|484971.0|CLP|800.0|-800.0|0|PC|0|nan|nan|nan|2024-09-09|2024-09-25|8|20|74|20|nan|800.0|4536983072|200.0|2024-09-02|D|Z|60|F|4C|2024-09-12|1|L06|Reinaldo Vargas|3000/2184534
2197986|"Anchor rod HAS-E-55 3/8""x5-1/8"""|3000|40|X0|nan|2|2109491.0|CLP|800.0|-800.0|0|PC|0|nan|nan|X|2024-09-05|2024-09-26|3|13|29|13|1.600|1600.0|4537308899|1600.0|2024-09-17|B|X|14|F|4M|2024-09-05|1|L01|Ana Sousa|3000/2197986
2210173|Ultimate exp anc KB-TZ2 1/4x2 1/8|8650|40|X5|nan|1|872802.0|CLP|800.0|-800.0|0|PC|0|nan|nan|X|2024-09-12|2024-11-27|1|13|13|13|nan|1000.0|4537346855|1000.0|2024-11-04|D|Z|56|F|90|2024-09-12|1|L02|Ana Sousa|8650/2210173
2213356|Cast-in device CP 680-P 3''|8330|40|X0|nan|4|24224630.0|CLP|780.0|-780.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-11|11|40|63|40|nan|1616.0|4537020694|416.0|2024-08-19|B|Y|47|F|90|2024-09-10|1|L03|Ana Sousa|8330/2213356
2210262|Ultimate exp anc KB-TZ2 1/2x5 1/2 SS304|3000|33|X0|nan|4|18810153.0|CLP|780.0|-780.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-21|14|43|46|43|4.920||13361675|120.0|2024-10-15|T|X|14|F|4M|2024-09-12|1|L02|Ana Sousa|3000/2210262
3919663|"Var. F1554 E55 Z, 5/8""x/ 16-21,5 / +200"|8650|40|X6|nan|4|2198400.0|CLP|768.0|-768.0|0|PC|0|nan|nan|X|2024-09-12|2024-12-26|1|1|2|1|nan||0|||B|Y|5|F|20|2024-09-12|1|L01|Ana Sousa|8650/3919663
2208744|Bolt OS LS-M6x40 SS|8330|40|X0|nan|4|1202359.0|CLP|1400.0|-742.0|0|PC|0|nan|nan|X|2024-09-09|2024-12-20|2|0|999|0|380|550.0|4537153514|100.0|2024-10-01|D|Y|78|F|20|2024-09-09|1|L11|Reinaldo Vargas|8330/2208744
2210259|Ultimate exp anc KB-TZ2 1/2x10|3000|40|X6|nan|1|7094984.0|CLP|720.0|-720.0|0|PC|0|nan|nan|nan|2024-09-11|2024-10-03|10|32|51|32|nan|720.0|4537341891|720.0|2024-09-24|B|Y|14|F|90|2024-09-11|1|L02|Ana Sousa|3000/2210259
2210231|Ultimate exp anc KB-TZ2 1/4x2 1/2 SS316|3000|40|X0|nan|2|5182663.0|CLP|700.0|-700.0|0|PC|0|nan|nan|X|2024-09-05|2024-09-24|18|39|55|39|1.200|1200.0|4537308879|1200.0|2024-09-17|C|Y|14|F|4M|2024-09-05|1|L02|Ana Sousa|3000/2210231
2349151|Grating disc X-FCM 48/53|8750|40|X6|nan|2|2371565202.0|CLP|700.0|-700.0|0|PC|0|nan|nan|X|2024-09-04|2024-11-12|5|0|73|0|400|300.0|4537203275|300.0|2024-09-10|D|Z|155|F|4C|2024-09-04|1|L04|Angie Vergara|8750/2349151
2210173|Ultimate exp anc KB-TZ2 1/4x2 1/8|3000|40|X0|nan|3|1151706.0|CLP|700.0|-700.0|0|PC|0|nan|nan|X||2024-10-18|1|0|36|0|2.400||13451425|2400.0|2024-10-15|C|X|14|F|4M|2024-08-27|1|L02|Ana Sousa|3000/2210173
2210234|Ultimate exp anc KB-TZ2 3/8x2 1/2|3000|40|X0|nan|3|2827542.0|CLP|650.0|-650.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-22|7|20|44|20|3.600|250.0|4537235659|250.0|2024-09-04|B|X|14|F|90|2024-09-13|1|L02|Ana Sousa|3000/2210234
2272096|2-hole Baseplate MT-B-O2 OC|8320|33|X6|nan|2||CLP|648.0|-648.0|0|PC|0|nan|nan|nan||2024-10-26|0|0|0|0|nan||0|||D|Z|54|F|9A||1|BR1|Vergeli, Nicole|8320/2272096
2213357|Cast-in device CP 680-P 6''|8330|40|X0|nan|4|70114436.0|CLP|644.0|-644.0|0|PC|0|nan|nan|X|2024-09-05|2024-10-11|13|22|63|22|nan|1394.0|4537020695|453.0|2024-08-19|B|Y|47|F|90|2024-09-10|1|L03|Ana Sousa|8330/2213357
2224292|Hammer drill bit  TE-C 8/21 MP8|8750|40|X6|nan|2|1972585.0|CLP|632.0|-632.0|0|PC|0|nan|nan|X|2024-08-28|2024-10-23|8|32|148|32|nan|632.0|4537217366|32.0|2024-10-16|D|Y|62|F|4C|2024-08-28|1|L09|Daniel Ruiz|8750/2224292
2210271|Ultimate exp anc KB-TZ2 5/8x4 3/4|3000|40|X0|nan|4|3562109.0|CLP|870.0|-630.0|0|PC|0|nan|nan|X|2024-09-13|2024-09-24|1|1|7|1|2.160|1440.0|4537308898|1440.0|2024-09-17|A|X|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2210271
3515072|T-Bar X-15002-ESL-W-2 slotted (25/ZPK)|3000|60|ND|nan|1|20345048.0|CLP|600.0|-600.0|0|PC|0|nan|nan|X|2024-09-12|2024-11-05|26|64|100|64|nan|24.0|4536981533|24.0|2024-08-12|B|N|40|F|20|2024-09-12|1|L04|Angie Vergara|3000/3515072
2169074|T-head bolt HBC-40/22 M12x60 8.8F|8330|40|X5|nan|1|3560132.0|CLP|600.0|-600.0|0|PC|0|nan|nan|X||2024-09-25|0|0|39|0|1.400|1600.0|4537118401|1600.0|2024-09-17|D|N|52|F|U0||1|L02|Ana Sousa|8330/2169074
2231461|Premium exp anc KB1 1/2x7|3000|40|X5|nan|1|3192743.0|CLP|600.0|-600.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-02|11|29|35|29|nan|1520.0|4537235659|360.0|2024-09-04|C|Y|14|F|90|2024-09-11|1|L02|Ana Sousa|3000/2231461
2210238|Ultimate exp anc KB-TZ2 3/8x3 3/4|8650|40|X0|nan|2|1075000.0|CLP|600.0|-600.0|0|PC|0|nan|nan|X||2024-11-29|2|0|40|0|3.600||13506277|2000.0|2024-11-11|B|Y|56|F|90|2024-09-13|1|L02|Ana Sousa|8650/2210238
2105407|Universal nail X-P 36 B3 P7|3000|40|X5|nan|1||CLP|600.0|-600.0|0|PC|0|nan|nan|X||2024-12-17|0|0|0|0|400|200.0|4536983107|200.0|2024-09-02|D|Y|60|F|4C||1|L04|Angie Vergara|3000/2105407
416745|Screw anchor HUS3-P 6x40/5|8750|40|X0|nan|1|547854.0|CLP|600.0|-600.0|0|PC|0|nan|nan|X||2024-10-24|0|0|31|0|900|1800.0|4537216242|900.0|2024-10-16|C|X|60|F|U0||1|L02|Ana Sousa|8750/416745
2151636|Hammer drill bit TE-CX 14/27|8330|40|X0|nan|8|23931775.0|CLP|650.0|-599.0|0|PC|0|nan|nan|X|2024-09-04|2024-11-18|4|13|45|13|60|204.0|4537289529|40.0|2024-09-13|B|Y|54|F|4C|2024-09-04|1|L09|Daniel Ruiz|8330/2151636
2101918|Injectable mortar HIT-HY 170 500/2-EU|8330|40|X0|nan|3|40577308.0|CLP|587.0|-587.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-01|2|1|11|1|nan|1220.0|4537044095|320.0|2024-09-03|A|X|54|F|4C|2024-09-13|1|L01|Ana Sousa|8330/2101918
2221944|"Screw anchor KH-EZ CRC 1/2""x4"""|3000|33|Y1|nan|2|6072236.0|CLP|575.0|-575.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-11|35|41|82|41|1.650||13282707|1650.0|2024-10-03|D|Z|14|F|90|2024-09-13|1|L02|Ana Sousa|3000/2221944
385875|Sleeve anchor HLC-EO 8x40|3000|40|X6|nan|1|806790.0|CLP|550.0|-550.0|0|PC|0|nan|nan|X|2024-08-14|2024-10-30|5|12|58|12|nan|550.0|4537266540|550.0|2024-10-23|C|Y|58|F|U0|2024-08-14|1|L02|Ana Sousa|3000/385875
2105859|Stud anchor HST3 M16x145 45/25|8750|40|X5|nan|2|948255.0|CLP|528.0|-528.0|0|PC|0|nan|nan|X||2024-11-21|0|0|47|0|504|432.0|4537081726|216.0|2024-09-18|B|X|62|F|4C||1|L02|Ana Sousa|8750/2105859
2323248|Threaded stud X-M6-8-87 DP7 SCT B3|8650|40|X5|nan|2||CLP|500.0|-500.0|0|PC|0|nan|nan|X|2024-07-09|2024-11-07|10|0|0|0|nan|1000.0|4537152938|1000.0|2024-09-23|B|Y|53|F|4C|2024-07-09|1|L04|Angie Vergara|8650/2323248
2287818|Univ. anchor HUD-2 5x25 (500)|3000|40|X6|nan|1|45243.0|CLP|500.0|-500.0|0|PC|0|nan|nan|X|2024-09-04|2024-09-20|5|21|74|21|nan|500.0|4536904802|500.0|2024-08-19|D|N|58|F|U0|2024-09-04|1|L02|Ana Sousa|3000/2287818
2194353|Elec. connector X-BT-ER W10/7 SN 8|3000|40|X6|nan|1|7351976.0|CLP|500.0|-500.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-04|17|16|54|16|3.800||13398035|200.0|2024-10-01|B|Z|60|F|4C|2024-09-13|1|L04|Angie Vergara|3000/2194353
2345768|Threaded stud S-BT-MF M8/7 AN 6 HL|8750|40|X5|nan|1|2133053.0|CLP|500.0|-500.0|0|PC|0|nan|nan|X||2024-10-23|0|0|47|0|1.500|500.0|4537217375|500.0|2024-10-16|B|Y|62|F|4C||1|L10|Angie Vergara|8750/2345768
418048|"Screw anchor KH-EZ 1/4""x4"""|8650|40|X6|nan|1|950124.0|CLP|500.0|-500.0|0|PC|0|nan|nan|nan|2024-09-06|2024-10-08|6|0|28|0|nan|500.0|4537312499|500.0|2024-09-16|B|Y|56|F|90|2024-09-06|1|L02|Ana Sousa|8650/418048
2210314|Ultimate exp anc KB-TZ2 3/4x8|3000|40|X0|nan|1|5697823.0|CLP|490.0|-490.0|0|PC|0|nan|nan|X|2024-08-30|2024-10-04|3|0|4|0|3.840||13474978|960.0|2024-09-30|B|X|14|F|4M|2024-08-30|1|L02|Ana Sousa|3000/2210314
2210272|Ultimate exp anc KB-TZ2 5/8x5 1/2|3000|33|X6|nan|3|3771697.0|CLP|465.0|-465.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-09|3|4|20|4|465||13522913|255.0|2024-10-03|C|Y|14|F|90|2024-09-13|1|L02|Ana Sousa|3000/2210272
2231462|Premium exp anc KB1 5/8x4 1/4|8650|40|X0|nan|2|787800.0|CLP|435.0|-435.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-30|2|0|29|0|nan|720.0|4537137033|75.0|2024-09-23|B|X|56|F|90|2024-09-13|1|L02|Ana Sousa|8650/2231462
2273633|Twist-Lock MT-TL M12 OC|3000|40|Y1|nan|1|1014828.0|CLP|420.0|-420.0|0|PC|0|nan|nan|nan|2024-09-09|2024-09-25|18|45|74|45|nan|960.0|4536983966|180.0|2024-09-02|C|Y|58|F|U0|2024-09-12|1|L14|Reinaldo Vargas|3000/2273633
2042729|Plug seal CFS-T RRS-43/0+5-23 GS|8330|40|X6|nan|2|27100323.0|CLP|412.0|-412.0|0|PC|0|nan|nan|X||2024-11-27|0|0|52|0|80|332.0|4537117603|32.0|2024-09-17|D|N|54|F|4C||1|L03|Ana Sousa|8330/2042729
2063737|Screw MC-S-M10 OC-A|8330|40|X6|nan|1|2504277.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-16|2|0|68|0|400|400.0|4537219601|400.0|2024-10-08|C|Z|153|F|U4|2024-09-06|1|L06|Reinaldo Vargas|8330/2063737
2194352|Elec. connector X-BT-ER M10/7 SN 8|3000|40|X6|nan|1|3920621.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-09-06|2024-09-26|4|1|50|1|nan|400.0|4537188747|400.0|2024-08-22|B|Z|60|F|4C|2024-09-06|1|L04|Angie Vergara|3000/2194352
2041604|Stud anchor HSV M8x75|8750|40|X5|nan|1|1555137.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-08-27|2024-09-27|5|4|51|4|nan|2400.0|4537081780|2400.0|2024-09-18|C|X|60|F|U0|2024-08-27|1|L02|Ana Sousa|8750/2041604
230609|Pivot anchor MF-SKD M10/200|3000|40|X6|nan|1|3494999.0|CLP|400.0|-400.0|0|PC|0|nan|nan|nan|2024-09-06|2024-10-10|8|7|56|7|nan|400.0|4537132579|400.0|2024-09-25|D|Z|60|F|4C|2024-09-06|1|L06|Reinaldo Vargas|3000/230609
2184532|Flat washer 16 17x30x3-F ISO 7089 200 HV|8330|40|X5|nan|1|114696.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-09-03|2024-11-04|2|5|5|5|nan|4450.0|4537340379|3750.0|2024-09-11|D|Z|54|F|4C|2024-09-03|1|L06|Reinaldo Vargas|8330/2184532
2305913|Bracket MFT-FOX V 54 S 11|8650|33|X6|nan|1|705836.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-03|6|0|37|0|nan|400.0|4537219605|400.0|2024-10-07|D|Z|52|F|U4|2024-09-09|1|L02|Ana Sousa|8650/2305913
2349159|Grating disc X-FCM-R 32/37|8750|40|X6|nan|2|1403683920.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-08-27|2024-11-27|2|19|68|19|300||13468193|300.0|2024-11-15|D|Z|62|F|4C|2024-08-27|1|L04|Angie Vergara|8750/2349159
2230166|Sleeve anchor HA NG 8x45 R1|3000|40|X6|nan|1||CLP|700.0|-400.0|0|PC|0|nan|nan|X||2024-10-29|0|0|0|0|nan|400.0|4537265522|400.0|2024-10-23|C|Z|60|F|4C||1|L02|Ana Sousa|3000/2230166
2346077|Elec. connector S-BT-EF M10 HC 120 HL|3000|33|X6|nan|1|6944484.0|CLP|400.0|-400.0|0|PC|0|nan|nan|X|2024-09-12|2024-11-05|3|5|41|5|nan||0|||D|Z|40|F|20|2024-09-12|1|L10|Angie Vergara|3000/2346077
2116103|Insulating foam CF-I 65  ECO|8750|40|X6|nan|1|6166367.0|CLP|396.0|-396.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-01|9|3|59|3|nan|396.0|4537081697|336.0|2024-09-18|D|Y|62|F|4C|2024-09-06|1|L03|Ana Sousa|8750/2116103
2031400|Injectable mortar HIT-MM PLUS 500/2|8750|40|X0|A2|4|5056638319.0|CLP|372.0|-372.0|0|PC|0|nan|nan|X|2024-09-10|2024-12-15|2|0|16|0|480|800.0|4537081705|480.0|2024-09-18|T|X|62|F|4C|2024-09-10|1|L01|Ana Sousa|8750/2031400
2198008|"Anchor rod HAS-E-55 7/8""x13"""|8650|33|X5|nan|1|5081891.0|CLP|368.0|-368.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-23|3|17|17|17|nan|2368.0|4537137029|368.0|2024-09-23|D|N|56|F|90|2024-09-12|1|L01|Ana Sousa|8650/2198008
2273691|Angle MT-FA-C M12 OC fixation|3000|40|Y1|nan|1|504335.0|CLP|360.0|-360.0|0|PC|0|nan|nan|nan|2024-09-09|2024-11-28|26|66|119|66|600||13331668|600.0|2024-11-22|D|Z|59|F|U4|2024-09-12|1|L14|Reinaldo Vargas|3000/2273691
418071|"Screw anchor KH-EZ 1/2""x3"""|8650|60|X0|nan|2|1143935.0|CLP|360.0|-360.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-24|2|2|41|2|nan|2520.0|4537270484|2520.0|2024-10-21|A|X|53|F|4C|2024-09-12|1|L02|Ana Sousa|8650/418071
2197996|"Anchor rod HAS-E-55 5/8""x9"""|3000|33|X0|nan|3|5011984.0|CLP|360.0|-360.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-03|7|0|23|0|2.880|20.0|4537242525|20.0|2024-09-06|A|X|14|F|4M|2024-09-10|1|L01|Ana Sousa|3000/2197996
2139254|Anchor rod HIT-Z-D TP M16x205|3000|40|X6|nan|1|3200114.0|CLP|360.0|-360.0|0|PC|0|nan|nan|nan|2024-09-12|2024-11-26|1|4|51|4|360||13530261|360.0|2024-11-22|D|Z|60|F|4C|2024-09-12|1|L01|Ana Sousa|3000/2139254
2080046|"Flush anchor HDI+ 1/2"""|8750|40|X5|nan|3|1096056.0|CLP|350.0|-350.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-04|55|138|170|138|nan|600.0|4537349011|600.0|2024-09-26|B|X|41|F|90|2024-09-13|1|L02|Ana Sousa|8750/2080046
418072|"Screw anchor KH-EZ 1/2""x3 1/2"""|8330|60|X5|nan|1|2484517.0|CLP|350.0|-350.0|0|PC|0|nan|nan|nan|2024-07-17|2024-09-24|2|7|61|7|nan|375.0|4537204284|25.0|2024-09-30|B|Y|47|F|90|2024-07-17|1|L02|Ana Sousa|8330/418072
2205247|L.blt set LB-SET-LN-AV-M6x12 A4|3000|40|X6|nan|1|166673.0|CLP|340.0|-340.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-04|6|0|27|0|nan|340.0|4537290670|340.0|2024-09-03|D|Z|84|F|20|2024-09-06|1|L11|Reinaldo Vargas|3000/2205247
2198012|"Anchor rod HAS-E-55 1""x20"""|3000|33|X0|nan|3|17045323.0|CLP|338.0|-338.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-03|15|4|51|4|1.728|192.0|4537308877|192.0|2024-09-17|A|X|14|F|4M|2024-09-11|1|L01|Ana Sousa|3000/2198012
2203480|Starter OS S-M WB-300-CH50-T/CH100-T SS|3000|40|X6|nan|1|63522399.0|CLP|333.0|-333.0|0|PC|0|nan|nan|X|2024-09-06|2024-09-26|4|0|20|0|413|338.0|4537288560|338.0|2024-09-03|D|N|91|F|20|2024-09-06|1|L11|Reinaldo Vargas|3000/2203480
2150382|Concrete nail X-P 34 MX|3000|40|X6|nan|1|99095.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-07-31|2024-11-19|18|123|174|123|nan|300.0|4536452687|300.0|2024-05-27|D|N|58|F|U0|2024-07-31|1|L04|Angie Vergara|3000/2150382
241396|"Flush anchor HDV 1/4""x1"""|3000|60|ND|nan|1|85283.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-09-13|2025-06-23|65|80|276|80|nan||0|||B|X|268|F|4C|2024-09-13|1|L02|Ana Sousa|3000/241396
331619|Univ. anchor HUD-1 12x60|3000|40|X6|nan|1|117118.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-08-22|2024-10-29|3|4|50|4|nan|300.0|4537266531|300.0|2024-10-23|D|Z|58|F|U0|2024-08-22|1|L02|Ana Sousa|3000/331619
336428|"Flush anchor HDI 5/8"""|8330|40|X5|nan|1|1979782.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-08-20|2024-10-14|1|1|39|1|nan|350.0|4537270475|350.0|2024-10-14|D|Z|47|F|90|2024-08-20|1|L02|Ana Sousa|8330/336428
2194351|Elec. connector X-BT-ER M8/7 SN 8|3000|33|X5|nan|2|2116401.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-09-13|2024-09-23|1|2|9|2|1.800|4100.0|4536903334|500.0|2024-08-19|A|Y|60|F|4C|2024-09-13|1|L04|Angie Vergara|3000/2194351
2197993|"Anchor rod HAS-E-55 1/2""x10"""|8650|40|X0|nan|1|1652615.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-22|6|2|27|2|1.040|1000.0|4537137030|500.0|2024-09-23|B|X|56|F|90|2024-09-12|1|L01|Ana Sousa|8650/2197993
256312|Wedge anchor DBZ 6/4.5|8650|40|X5|nan|1||CLP|300.0|-300.0|0|PC|0|nan|nan|nan||2024-10-18|1|0|0|0|400|300.0|4537216408|300.0|2024-10-07|C|Y|53|F|4C|2024-09-10|1|L02|Ana Sousa|8650/256312
416746|Screw anchor HUS3-P 6x60/5/25|8750|40|X5|nan|1|337964.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X||2024-11-22|0|0|51|0|1.000||13486862|1000.0|2024-11-15|C|X|60|F|U0||1|L02|Ana Sousa|8750/416746
2210238|Ultimate exp anc KB-TZ2 3/8x3 3/4|3000|40|X0|nan|1|1603234.0|CLP|300.0|-300.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-03|3|0|13|0|19.200|2750.0|4537235659|2750.0|2024-09-04|A|X|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2210238
2105894|Stud anchor HST3 M24x200 -/30|8750|40|X5|nan|2|14129289.0|CLP|290.0|-290.0|0|PC|0|nan|nan|X|2024-09-04|2024-10-01|11|24|78|24|nan|420.0|4537081726|40.0|2024-09-18|B|Y|62|F|4C|2024-09-04|1|L02|Ana Sousa|8750/2105894
2346083|Stepped drill bit TS-BT 5.3-65 S|8330|40|X0|nan|21|33209579.0|CLP|285.0|-287.0|0|PC|0|nan|nan|X|2024-09-09|2025-02-13|3|53|115|53|786||13507065|300.0|2024-10-08|B|X|54|F|4C|2024-09-09|1|L10|Angie Vergara|8330/2346083
2210257|Ultimate exp anc KB-TZ2 1/2x7|8650|40|X0|nan|1|1134900.0|CLP|280.0|-280.0|0|PC|0|nan|nan|X|2024-09-12|2024-11-26|9|12|12|12|nan|400.0|4537316273|360.0|2024-10-29|C|Y|56|F|90|2024-09-12|1|L02|Ana Sousa|8650/2210257
2141950|Stud anchor KB-TZ 3/8x3 3/4|3000|60|ND|nan|2|779504.0|CLP|250.0|-250.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-10|103|104|119|104|nan||0|||D|N|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2141950
2368807|Slider plate MT-SP|3000|33|X6|nan|4|1213780.0|CLP|250.0|-250.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-03|9|3|43|3|nan|460.0|4537252791|120.0|2024-09-05|nan|nan|60|F|4C|2024-09-11|1|L14|Reinaldo Vargas|3000/2368807
2305935|Bracket MFT-FOX V 54 L 6.5 / 11|8650|33|X6|nan|1|717211.0|CLP|250.0|-250.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-03|6|0|37|0|nan|250.0|4537219606|250.0|2024-10-07|D|Z|52|F|U4|2024-09-09|1|L02|Ana Sousa|8650/2305935
2322101|Shear connector X-HVB 125|8650|40|X6|nan|1|1304951.0|CLP|250.0|-250.0|0|PC|0|nan|nan|nan|2024-09-12|2024-09-27|3|0|8|0|250||13528523|250.0|2024-09-25|D|N|51|F|U0|2024-09-13|1|L04|Angie Vergara|8650/2322101
2172997|"Cast-in device CP 680-P 4"""|8330|40|Y1|nan|3|36031040.0|CLP|240.0|-240.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-11|9|10|58|10|600|1816.0|4537341285|2.0|2024-09-11|B|Z|47|F|90|2024-09-11|1|L03|Ana Sousa|8330/2172997
